,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-07-03,AAPL,193.77999877929688,193.8800048828125,191.75999450683594,191.22195434570312,31458200.0,0.0,4.1969908379680305,192.39867167000335,175.3573418187662,68.54543682873492,150.3440769962094,52.18791372642172,180.76764322916668,173.78566919962566,13.569999694824219,20.290584021621637
0,2023-07-03,AMGN,221.2100067138672,225.57000732421875,219.83999633789062,216.68399047851562,1479200.0,0.0,-0.5259042509656524,222.39109471805943,208.34213434688195,47.40825107693002,26.54810194339227,13.954939604990791,214.16800486246746,221.53774719238282,13.569999694824219,20.290584021621637
0,2023-07-03,AXP,174.3000030517578,176.3300018310547,173.6999969482422,172.06472778320312,1700200.0,0.0,2.882998561731,173.25647591186726,162.49631949828898,60.18788701201736,92.11384349622226,19.85351589179669,163.17577362060547,158.4172846476237,13.569999694824219,20.290584021621637
0,2023-07-03,BA,210.5,212.1699981689453,210.24000549316406,210.9199981689453,2143000.0,0.0,0.539020663988623,223.34327924783054,202.33371965353666,51.888045056492615,12.767903022821253,1.5066883349251836,210.20700073242188,207.50549977620443,13.569999694824219,20.290584021621637
0,2023-07-03,CAT,245.9499969482422,248.38999938964844,245.27000427246094,240.98098754882812,1045700.0,0.0,5.94930881034071,246.1114048220343,220.1366023801141,60.26783543834569,90.49833814794655,20.20758972061825,224.41739298502605,217.56779912312825,13.569999694824219,20.290584021621637
0,2023-07-03,CRM,210.57000732421875,211.9600067138672,209.9199981689453,210.7145538330078,2400000.0,0.0,0.8760898418470617,215.356462505554,204.84411275079364,54.659503285550336,-14.899062913460549,17.40161673351189,210.74807840983073,203.74384002685548,13.569999694824219,20.290584021621637
0,2023-07-03,CSCO,51.36000061035156,51.83000183105469,51.33000183105469,49.45155334472656,7338300.0,0.0,0.5791331067673084,49.94571809029195,47.004904849771535,59.29110065468161,115.35743772930643,5.32313465007116,48.02329394022624,46.84792060852051,13.569999694824219,20.290584021621637
0,2023-07-03,CVX,157.17999267578125,158.10000610351562,156.6999969482422,149.2406768798828,3272600.0,0.0,-0.30042592603487606,152.68300958272934,143.83422674539568,49.394816608419625,58.42074173941006,8.67084763412231,147.65216776529948,150.97222366333008,13.569999694824219,20.290584021621637
0,2023-07-03,DIS,89.12000274658203,90.94999694824219,88.91000366210938,89.79175567626953,7979500.0,0.0,-1.0028289340649081,93.71873944266184,86.27553164498465,45.72997617027949,-5.499135043181432,12.043866826945788,89.55264205932617,93.67115707397461,13.569999694824219,20.290584021621637
0,2023-07-03,GS,322.4100036621094,329.3999938964844,322.4100036621094,315.2265319824219,1106800.0,0.0,-1.9516002401054493,335.6597200340447,297.1000639015022,49.602841137758766,-3.9263410506671854,1.4849219093665573,314.7659037272135,316.0269220987956,13.569999694824219,20.290584021621637
0,2023-07-03,HD,309.7799987792969,311.3999938964844,308.8999938964844,300.2551574707031,1483300.0,0.0,4.362344992539931,303.17268201981824,283.06288926924424,56.86953542919591,126.49383215457928,13.457182067341893,288.80009765625,285.1634999593099,13.569999694824219,20.290584021621637
0,2023-07-03,HON,206.7899932861328,208.63999938964844,205.0399932861328,202.6409912109375,1215100.0,0.0,2.595208058661939,202.460413624883,189.4363576153514,60.42049084827501,159.6743878053827,11.49646591033016,193.7363265991211,191.7759895324707,13.569999694824219,20.290584021621637
0,2023-07-03,IBM,133.4199981689453,134.35000610351562,132.8699951171875,127.10240173339844,1477100.0,0.0,0.9381611824363745,132.2367950118195,122.9521469437469,55.32321993206223,31.365800754877473,13.455491265248101,125.77847213745117,122.05726254781088,13.569999694824219,20.290584021621637
0,2023-07-03,INTC,33.540000915527344,33.88999938964844,33.13999938964844,32.94841766357422,15753000.0,0.0,0.6790232071958968,35.84596402441201,29.286448886049413,55.28163802612287,53.75794520189057,10.723660395154717,31.478052965799968,30.688919893900554,13.569999694824219,20.290584021621637
0,2023-07-03,JNJ,164.33999633789062,164.38999938964844,162.9600067138672,157.19833374023438,4033700.0,0.0,1.4196660191111619,161.00720915004737,151.5042379935073,54.81572799013058,71.95520958973111,3.8222747825204904,154.1403381347656,154.79770787556967,13.569999694824219,20.290584021621637
0,2023-07-03,JPM,146.19000244140625,147.47999572753906,146.0,141.17233276367188,8021600.0,0.0,1.3733806110599005,140.42866288236883,131.83049086518974,60.47916626034715,211.31828949549094,18.90081654869643,134.82130177815756,133.00717735290527,13.569999694824219,20.290584021621637
0,2023-07-03,KO,60.20000076293945,60.630001068115234,60.029998779296875,58.300045013427734,9694500.0,0.0,-0.15152609654865756,59.65605216084572,57.008935021771464,47.46219403592364,-34.97582254715884,18.705064632643527,58.24132932027181,59.468349583943684,13.569999694824219,20.290584021621637
0,2023-07-03,MCD,297.7900085449219,298.3999938964844,294.79998779296875,286.3313903808594,1601300.0,0.0,1.6970340886563235,289.93841481101464,274.2880469809775,57.00587854358574,131.2072675521945,22.144326520338765,280.75159708658856,281.65580495198566,13.569999694824219,20.290584021621637
0,2023-07-03,MMM,83.77926635742188,84.81605529785156,83.54515075683594,79.7019271850586,1913002.0,0.0,0.00039786241629258257,82.2097562229331,76.56840005758448,49.798890481221854,39.435635981982706,5.995918135020353,78.63177591959635,79.41088638305663,13.569999694824219,20.290584021621637
0,2023-07-03,MRK,114.47000122070312,114.62000274658203,113.52999877929688,110.62256622314453,2834600.0,0.0,0.6175697570635634,112.21261139332327,103.23406829417672,54.41414364813604,92.79824651957186,4.648635143021788,107.80264536539714,109.47537981669107,13.569999694824219,20.290584021621637
0,2023-07-03,MSFT,339.19000244140625,340.8999938964844,336.57000732421875,334.76312255859375,12508700.0,0.0,4.600684803819661,343.3373672170205,320.0580612497763,59.37266016286967,77.12275824323673,28.705419007769944,328.5966064453125,311.8668685913086,13.569999694824219,20.290584021621637
0,2023-07-03,NKE,111.05999755859375,111.30000305175781,109.11000061035156,107.09644317626953,5734200.0,0.0,-0.36431833476572706,113.37936833277183,101.94622218236489,44.632980660089125,19.57986017691228,8.98081011673258,107.01267318725586,114.15908088684083,13.569999694824219,20.290584021621637
0,2023-07-03,PG,151.47999572753906,152.52999877929688,150.47000122070312,146.93658447265625,3996100.0,0.0,0.6252817473256869,147.13794732624794,138.1946393436739,56.30239671971415,133.30653472523304,7.611862707584356,142.10360158284504,145.13549067179363,13.569999694824219,20.290584021621637
0,2023-07-03,TRV,172.33999633789062,174.4199981689453,171.83999633789062,168.7198944091797,536000.0,0.0,-0.9818933666884675,173.43940327858203,165.81857554221872,47.74894744162093,-43.57538398627902,13.414047861106932,169.78590443929036,171.45187454223634,13.569999694824219,20.290584021621637
0,2023-07-03,UNH,478.1000061035156,480.2099914550781,476.29998779296875,468.88677978515625,1915700.0,0.0,-1.5705221913578953,489.99131380835087,449.7028176613757,48.48640928613302,-22.523165799227524,11.00776450060851,470.85633850097656,477.5320571899414,13.569999694824219,20.290584021621637
0,2023-07-03,V,237.0,238.39999389648438,235.41000366210938,235.66802978515625,3087400.0,0.0,1.9101007688968252,234.07976245706345,217.3100919740889,58.87226805328949,226.40307017562634,13.289000345774527,224.99426930745443,226.6601442972819,13.569999694824219,20.290584021621637
0,2023-07-03,VZ,37.16999816894531,37.380001068115234,36.959999084472656,33.61874771118164,10367100.0,0.0,0.20252592436771266,33.81629430104935,31.020634066565393,53.562065760135866,171.16449287440213,6.976584137707602,32.2765827814738,33.262690512339276,13.569999694824219,20.290584021621637
0,2023-07-03,WBA,28.389999389648438,29.030000686645508,28.309999465942383,26.52427864074707,6966600.0,0.0,-0.6595453852692508,30.909405185416325,25.776868961617367,40.22174879499776,-137.95944172709827,26.274843002526048,28.238027064005532,29.350234699249267,13.569999694824219,20.290584021621637
0,2023-07-03,WMT,52.27000045776367,52.813331604003906,52.11000061035156,51.846641540527344,8647500.0,0.0,0.5376113965793081,52.22143882291103,49.00503174288486,62.278865935835626,106.61941577189079,20.998451193347908,49.86836369832357,49.62447954813639,13.569999694824219,20.290584021621637
1,2023-07-05,AAPL,191.57000732421875,192.97999572753906,190.6199951171875,190.09922790527344,46920300.0,2.0,4.1486571756260275,193.00893324291735,175.91452104175062,66.83605759451501,126.18217891109398,47.63223393776298,181.3031758626302,174.2310760498047,14.180000305175781,21.61836634232988
1,2023-07-05,AMGN,224.66000366210938,227.32000732421875,222.41000366210938,217.5218048095703,2440400.0,2.0,-0.3296743659688275,222.59901970431767,208.51940833523312,48.16414182516093,61.49028081903988,10.476916265706853,214.2469706217448,221.13533884684244,14.180000305175781,21.61836634232988
1,2023-07-05,AXP,174.3800048828125,176.57000732421875,174.0399932861328,172.19223022460938,2487800.0,2.0,3.029845274150375,173.69441621416237,162.856717513865,60.284094709345716,93.62505816692067,20.197771624811153,163.91526794433594,158.69091669718424,14.180000305175781,21.61836634232988
1,2023-07-05,BA,210.0,214.27999877929688,207.88999938964844,213.30999755859375,4921000.0,2.0,0.6877592594863415,223.39522312600556,202.73477565329134,53.46359364393052,20.12909667759802,1.6459270828163237,210.46766713460286,207.53783315022787,14.180000305175781,21.61836634232988
1,2023-07-05,CAT,245.0,247.5,244.1199951171875,238.54518127441406,1820600.0,2.0,5.789964283727244,244.86614855739043,223.56045971897674,58.61246808200888,78.57541230395033,18.54983217108193,225.39334665934246,218.16521402994792,14.180000305175781,21.61836634232988
1,2023-07-05,CRM,210.49000549316406,214.6199951171875,210.08999633789062,212.87498474121094,5069300.0,2.0,1.0331189657989057,215.6637411712552,204.93108609925264,55.81481172061404,33.68753495712653,20.76865534730811,210.86290232340494,204.09677327473958,14.180000305175781,21.61836634232988
1,2023-07-05,CSCO,50.970001220703125,51.56999969482422,50.93000030517578,49.528472900390625,14950500.0,2.0,0.5995132024604928,50.07325893509843,47.0386970890715,59.56856984533482,92.33764855975856,1.8300434968672448,48.1114262898763,46.857950337727864,14.180000305175781,21.61836634232988
1,2023-07-05,CVX,157.6999969482422,157.6999969482422,155.1199951171875,148.3863067626953,6318700.0,2.0,-0.22707652799314815,152.7111774631345,143.88200490991238,48.47970851735224,26.176069886615,11.785922704376562,147.68634338378905,150.818527730306,14.180000305175781,21.61836634232988
1,2023-07-05,DIS,90.11000061035156,90.38999938964844,89.25,89.08731079101562,11028800.0,2.0,-0.9244919488201901,93.67764937736581,86.19656860969474,44.697031231692556,-15.918596363759367,12.043866826945777,89.50104904174805,93.50281817118326,14.180000305175781,21.61836634232988
